molid,AS
CID044305551,0.96192053
CID044305594,0.965151515
CID044305647,0.963722397
CID044305812,0.955252918
CID044305879,0.962171053
CID044305910,0.705128205
CID044306199,0.959363958
CID044328896,0.95021645
CID044328970,0.409090909
CID044336137,0.960884354
CID044336144,0.97012987
CID044397011,0.965045593
CID044397192,0.964174455
CID044397230,0.969086022
CID044397393,0.899122807
CID044397687,0.91221374
CID044433573,0.953815261
CID044479934,0.94600939
CID044525485,0.955769231
CID044525486,0.870786517
CID044525920,0.910852713
CID044525921,0.848684211
CID044525922,0.896396396
CID044525923,0.929878049
CID044525924,0.825757576
CID044525925,0.947247706
CID044525926,0.765306122
CID044525927,0.949339207
CID044525928,0.958333333
CID044525929,0.943902439
CID044525930,0.909448819
CID044525931,0.92721519
CID044525932,0.4
CID044525933,0.946759259
CID044525934,0.931137725
CID044525935,0.904958678
CID044525936,0.920689655
CID044525937,0.956273764
CID044525938,0.962662338
CID044525939,0.952282158
CID044525940,0.805084746
CID044525941,0.911538462
CID044525942,0.375
CID044525943,0.966176471
CID044525944,0.960069444
CID044525945,0.934285714
CID044525946,0.958483755
CID044525947,0.963836478
CID044525948,0.928571429
CID044525949,0.91015625
CID044525950,0.964285714
CID044525951,0.889423077
CID044525952,0.921232877
CID044525953,0.867816092
CID044525954,0.905737705
CID044525955,0.93575419
CID044525956,0.929447853
CID044525957,0.844594595
CID044525958,0.846666667
CID044525959,0.952479339
CID044525960,0.955598456
CID044525961,0.93030303
CID044525962,0.917266187
CID044525963,0.91958042
CID044525964,0.902542373
CID044525965,0.894495413
CID044525966,0.939790576
CID044525967,0.901709402
CID044525968,0.942211055
CID044525969,0.970052083
CID044525970,0.95610687
CID044525971,0.961666667
CID044525972,0.938502674
CID044525973,0.447368421
CID044525974,0.876344086
CID044526068,0.926751592
CID044526069,0.4375
CID044526070,0.726190476
CID044526071,0.8203125
CID044526072,0.961148649
CID044526073,0.744444444
CID044526074,0.963607595
CID044526075,0.945754717
CID044526076,0.940104167
CID044526077,0.967696629
CID044526078,0.964396285
CID044526099,0.861445783
CID044526685,0.964506173
CID044526922,0.968406593
CID044527001,0.958928571
CID044527361,0.838028169
CID044527603,0.946511628
CID044527657,0.858024691
CID044528946,0.957875458
CID044528968,0.933908046
CID044529101,0.444444444
CID044529112,0.959507042
CID044529114,0.966954023
CID044529220,informer
CID044529229,0.953061224
CID044529262,0.89047619
CID044529278,0.885
CID044529279,0.520833333
CID044529385,0.954724409
CID044529831,0.956439394
CID044532102,0.943349754
CID044532297,0.957564576
CID044532432,0.93715847
CID044532433,0.967514124
CID044532438,0.574074074
CID044532445,0.953629032
CID044532446,0.906504065
CID044532450,0.944174757
CID044532477,0.898230088
CID044532478,0.869318182
CID044532480,0.966569767
CID044532526,0.908730159
CID044532531,0.96957672
CID044532639,0.951476793
CID044532683,0.928125
CID044532690,0.888349515
CID044532712,0.968493151
CID044532720,0.863095238
CID044532737,0.9
CID044532978,0.961409396
CID044532997,0.963022508
CID044535870,0.9640625
CID044536075,0.95
CID044571415,0.903361345
CID044578252,0.951271186
CID044578566,0.73255814
CID044578630,0.801724138
CID044578709,0.852564103
CID044591552,0.966472303
CID044591845,0.908
CID044592364,0.950854701
CID044592502,0.965361446
CID045269578,0.760416667
CID045270417,0.416666667
CID045271243,0.969333333
CID045271244,0.969251337
CID045271247,0.947004608
CID045272980,0.859756098
CID045272982,0.935028249
CID045480848,0.96685879
CID045481463,0.935393258
CID046214650,0.95979021
CID046215644,0.943069307
CID046215814,0.964831804
CID046215816,0.817460317
CID046886665,0.968579235
CID046927597,0.923333333
CID046927672,informer
CID049798353,0.960344828
CID049862644,0.960207612
CID049862783,0.965568862
CID051354036,0.75
CID051354327,0.886138614
CID051354328,0.925324675
CID051354901,0.92384106
CID051355190,0.794642857
CID051356289,0.963141026
CID051356852,0.840277778
CID051356853,0.962540717
CID051356854,0.957720588
CID051356855,0.883838384
CID051356856,0.904166667
CID051357138,0.891509434
CID051357696,0.970812183
CID051357954,0.969816273
CID053245731,0.931952663
CID053317178,0.878947368
CID053322416,0.783018868
CID053466728,0.914814815
CID053466951,0.5
CID053467178,0.954545455
CID053467392,informer
CID053467617,0.970207254
CID053469448,0.931547619
CID053469449,0.85625
CID053469453,0.949561404
CID053469634,0.970512821
CID053469824,0.962046205
CID056670156,0.877659574
CID056673516,informer
CID056673950,0.929012346
CID056680318,0.941025641
CID056683489,0.969414894
CID057345685,0.965465465
CID057391365,0.970959596
CID057394915,0.823076923
CID057396625,0.967422096
CID057396626,0.828358209
CID057396627,0.959649123
CID057398391,0.45
CID057398392,0.940414508
CID057400063,0.970886076
CID057401865,0.932352941
CID057401867,0.958633094
CID057403576,0.946261682
CID057403579,0.939153439
CID060150509,0.790909091
CID066561010,0.77
CID066561013,0.969895288
CID066561090,0.880208333
CID070683337,0.477272727
CID070683338,0.9375
CID070685440,0.934659091
CID070685442,0.965671642
CID070691776,0.967142857
CID071451677,0.907258065
