molid,CS
CID000253268,0.973846153846154
CID044525971,0.973926380368098
CID006539615,0.9740061162079507
CID044305551,0.883636363636364
CID053469824,0.974085365853659
CID044305879,0.974164133738602
CID025190914,0.8839285714285708
CID006539481,0.974242424242424
CID051356853,0.8842105263157891
CID044525938,0.974320241691843
CID010186009,0.974397590361446
CID015872399,0.8
CID044532997,0.8
CID051356289,0.9744744744744742
CID011793277,0.9745508982035932
CID006539579,0.974626865671642
CID010028480,0.8844827586206899
CID044526074,0.974702380952381
CID044305647,0.9747774480712172
CID044525947,0.9748520710059172
CID006539569,0.974926253687316
CID044535870,0.975
CID044397192,0.975073313782991
CID044525950,0.884745762711864
CID044526078,0.885
CID044526685,0.9751461988304092
CID006539492,0.8852459016393441
CID021078798,0.975218658892128
CID046215814,0.8854838709677421
CID006539524,0.9752906976744192
CID044397011,0.8857142857142858
CID044305594,0.97536231884058
CID006539529,0.9754335260115607
CID044592502,informer
CID010310395,informer
CID057345685,0.9755043227665708
CID049862783,0.8859375
CID070685442,0.975574712643678
CID000667570,0.9756446991404008
CID006539609,0.975714285714286
CID009888013,0.975783475783476
CID010158539,0.9758522727272728
CID044525943,0.975920679886686
CID010621826,0.975988700564972
CID015521230,0.9760563380281692
CID044591552,0.886153846153846
CID044532480,0.976123595505618
CID011197671,0.976190476190476
CID000838889,0.976256983240223
CID045480848,0.9763231197771592
CID044529114,informer
CID010183216,0.8863636363636359
CID070691776,0.886567164179104
CID024804299,0.9763888888888892
CID009945696,0.886764705882353
CID057396625,0.9764542936288092
CID044532433,0.9765193370165748
CID015838857,0.976584022038568
CID044526077,0.976648351648352
CID011495551,0.9767123287671228
CID011558948,0.976775956284153
CID025263100,0.88695652173913
CID023648887,0.976839237057221
CID010151417,informer
CID006539588,0.976902173913043
CID006539470,0.9769647696476972
CID044526922,0.8
CID044532712,0.977027027027027
CID005311382,informer
CID046886665,0.977088948787062
CID023648920,0.9771505376344092
CID042618144,0.977211796246649
CID006539463,0.9772727272727272
CID024803787,0.9773333333333328
CID006539528,0.9773936170212768
CID024803786,0.977453580901857
CID011633551,0.887142857142857
CID044397230,0.887323943661972
CID010135552,0.977513227513228
CID045271244,0.977572559366755
CID045271243,0.8875
CID056683489,0.977631578947368
CID010757558,0.8876712328767121
CID044532531,0.9776902887139108
CID000129723,0.977748691099476
CID005329841,informer
CID051357954,0.9778067885117492
CID066561013,0.977864583333333
CID025263085,0.8878378378378381
CID044525969,0.977922077922078
CID044336144,0.977979274611399
CID053467617,0.978036175710594
CID025263102,0.888
CID022609863,0.888157894736842
CID011716589,0.978092783505155
CID053469634,0.978149100257069
CID011220119,0.9782051282051278
CID001491157,0.9782608695652172
CID024802788,0.978316326530612
CID000003134,0.978371501272265
CID051357696,0.978426395939086
CID057400063,0.978481012658228
CID057391365,0.978535353535354
CID000221158,0.978589420654912
CID000309461,0.978643216080402
CID011959683,0.9786967418546372
