molid,RS
23646936,-79.955
23646938,-88.9325
24180608,-16.22875
24856364,-8.8125
24896610,-76.1775
24949545,-58.9325
25023715,informer
25093474,-9.13625
25190921,-4.225
25190924,-9.10125
25190926,-6.60125
25210971,-9.7275
25210972,-38.36
25211574,informer
25218571,-9.40375
25218573,-2.35
25218584,informer
25218593,informer
25218600,-27.2125
25218601,-35.9025
25218614,-18.48
25218621,-8.3175
25263078,-6.64125
25263083,-11.64
25263087,-4.725
25263088,-7.1025
25263092,-66.6225
25263099,-31.61875
25263103,-57.0125
25263110,-54.54125
25263114,-14.65
25263115,-27.4025
25263116,-25.13375
25263117,-65.54625
25263118,-15.6225
25263119,-20.1775
25263120,-31.59375
25263123,-43.405
25263124,-45.30125
25263274,-4.21875
42618163,-12.58
42618164,-8.31875
44329036,-10.51375
44386338,-59.12
44396990,-15.745
44397010,informer
44397032,-20.70625
44397147,-10.3575
44397201,-6.68125
44397250,informer
44397453,informer
44397710,-7.04625
44410704,-10.3975
44418532,-31.3625
44418533,-9.57125
44418539,-24.12125
44418540,-30.475
44418545,-32.83375
44418546,-5.09625
44418547,-19.98125
44418555,-12.69375
44418556,-14.5675
44418572,-28.7625
44431824,-5.98625
44433171,-5.3775
44433173,-20.74125
44532204,-87.22
44532523,-7.5275
44536036,-86.785
44571414,-8.67375
44571435,-8.8
44571449,-15.13875
44571453,-4.19875
44578253,-10.6075
44578254,-0.80875
44578255,-3.94125
44578401,-5.8275
44578425,-10.98625
44578563,-7.66875
44578672,-10.69
44581222,-3.94
44581245,-7.55875
44581765,-8.405
44587530,-4.21
44589696,-6.33125
44593640,-9.02625
53239955,-16.8575
53239967,-86.08375
53239978,-35.76875
53239984,-1.7475
53239985,-3.68125
53239988,-13.685
56603966,-33.83125
56603973,-3.93125
56603975,-9.04
56603980,-12.82875
56603987,-10.09625
56603995,-32.955
56603997,-5.2
56604000,-9.1875
56604005,-9.72125
56604006,-28.9375
56604013,-27.3525
56604020,-69.47625
56604024,-6.5125
56604030,-46.31625
56604034,-70.90625
56604044,-57.79875
56604049,-8.34875
56657596,-4.755
56667992,-9.88375
56667993,-7.81375
56681565,-6.55875
57390087,-15.25875
57391091,-67.66375
57391092,-65.15375
57391093,-9.70875
57391094,-8.11875
57391095,-10.3
57391096,informer
57391097,-5.44875
57391875,-24.1125
57392873,-80.67625
57393604,-35.37375
57394599,-64.205
57394600,-4.4825
57394601,-8.4375
57394602,-3.96625
57395310,-76.395
57395317,-9.75625
57396350,-75.0675
57396351,-70.6475
57396352,-38.1425
57396353,-74.95
57398144,-80.60875
57398145,-76.8
57398146,-7.11875
57398147,-2.98125
57398148,-24.95125
57398149,-46.15125
57398150,-8.015
57398151,-7.67375
57398152,-6.52875
57398153,-7.69
57398154,-6.7825
57398861,-2.6175
57398866,-9.32625
57398867,-3.6325
57399798,-54.17875
57399799,-21.59625
57399800,-4.67375
57399801,-54.10875
57399802,-14.915
57399803,-42.8975
57399804,-35.2275
57399805,-9.85
57400541,-3.3375
57400542,-35.18125
57400544,-9.77625
57400545,-8.1975
57401572,-73.315
57401573,-6.75
57401574,-9.9075
57401575,-9.4425
57403316,-42.36625
57403317,-65.995
57403318,-6.76375
57403319,-4.72875
57403320,-7.06125
70682205,-4.5
70696859,-6.06375
