molid,b_cs,b_cl,b_cw,b_bs,b_bl,b_bw,RS,CS,AS
CID010161259,,,-0.006049486803508999,0.883495145631,324,-0.07220605430035303,-52.5913,0.923423423423423,0.9309090909090908
CID010173796,,,-0.006918762293085001,informer,informer,informer,-66.5349,informer,informer
CID010183216,,,-0.0067716846260590016,0.8823529411759999,321,-0.07090214057601002,-60.399,0.8863636363636359,0.9691891891891892
CID010186009,,,-0.0067179623567910005,0.698924731183,10,-0.163475715734889,-19.4293,0.974397590361446,0.9672413793103448
CID010186182,,,-0.005806788314280999,0.8217821782179999,119,-0.10087034957750604,-54.1968,0.882692307692308,0.8476190476190479
CID010239038,,,-0.00690175461512,informer,informer,informer,-43.1461,informer,0.9031111111111108
CID010267580,,,-0.006271950032444999,0.860465116279,234,-0.08094261214794998,-12.4378,0.971947194719472,0.965030674846626
CID010278843,,,-0.005488010856522002,0.8425925925929999,178,-0.09083692616785405,-60.1716,0.9686346863468628,0.961744966442953
CID010286382,,,-0.005815586773141998,0.6867469879520001,9,-0.166525308549914,-20.6523,0.9661354581673308,0.959430604982206
CID010287409,,,-0.008151522553336,0.8666666666670001,255,-0.07761991311238796,-17.1209,0.916666666666667,0.8685714285714291
CID010310395,,,-0.005523094857725999,informer,informer,informer,informer,informer,informer
CID010358578,,,-0.0061865853658519985,0.876404494382,296,-0.07209294051233002,-21.248,0.8653846153846151,0.892121212121212
CID010452739,,,-0.008290704753820002,0.882978723404,323,-0.06951098440655601,-14.3913,0.904494382022472,0.922448979591837
CID010595057,,,-0.009180572569316004,0.826086956522,128,-0.10704021026849198,-6.86463,0.971380471380471,0.9644859813084108
CID010621826,,,-0.009034693329521,0.833333333333,145,-0.097742687633612,-15.5997,0.975988700564972,0.9687671232876708
CID010639924,,,-0.0075195842653620025,0.873563218391,279,-0.07204691780724798,-23.995,0.926724137931034,0.932544378698225
CID010757558,,,-0.008466828515338,0.9080459770110001,379,-0.05170446643612196,,0.8876712328767121,0.8
CID011057468,,,-0.008706543851715,0.8850574712639999,327,-0.06534209751518204,-23.444,0.8785714285714291,0.905
CID011133737,,,-0.008199999999981996,0.835051546392,150,-0.09564736569928801,-15.6158,0.855,0.93936170212766
CID011197671,,,-0.006598057015444996,0.8488372093019999,199,-0.08752885815169904,-17.7524,0.976190476190476,0.969021739130435
CID011220119,,,-0.007976479196141998,0.8953488372089999,349,-0.060078080999295014,-9.58442,0.9782051282051278,0.971212121212121
CID011224168,,,-0.004609448160515995,0.8064516129029999,105,-0.10825228859999103,-30.789,0.944444444444444,0.943283582089552
CID011231979,,,-0.006554429855112998,0.837209302326,160,-0.095446981461209,-22.32,0.9704861111111108,0.963461538461538
CID011373846,,,-0.0059321099538479985,0.83,137,-0.089204856865675,-14.2395,0.97258064516129,0.96566265060241
CID011427162,,,-0.007528387533887999,0.9148936170209999,386,-0.047280009529552025,-29.7225,0.922727272727273,0.930487804878049
CID011495551,,,-0.008435330261149,0.833333333333,147,-0.09604378787232601,-29.3097,0.9767123287671228,0.8518518518518521
CID011514099,,,-0.007889148139997,0.9135802469140001,385,-0.05112446680449797,-21.8182,0.956410256410256,0.895555555555556
CID011524582,,,-0.008549572649576998,0.83,136,-0.09582852279256701,-14.2997,0.971283783783784,0.964375
CID011529890,,,-0.007833952254640997,0.873563218391,280,-0.07247373416937097,-13.0314,0.940972222222222,0.941237113402062
CID011558948,,,-0.008285450660433999,0.8488372093019999,200,-0.08780599452750404,-17.6669,0.976775956284153,0.96968085106383
CID011594774,,,-0.007254468325786001,0.855421686747,215,-0.08352526699837098,-14.3448,0.966,0.9592857142857142
CID011595752,,,-0.006969018543651999,0.79012345679,92,-0.10919511243874001,-12.8192,0.960648148148148,0.95546875
CID011626560,,,-0.006839886332478,0.877358490566,299,-0.072544807587613,-52.1998,0.9,0.8625
CID011633551,,,-0.009764294567228002,0.8484848484849999,198,-0.09191497861377804,-13.1305,0.887142857142857,0.8523809523809521
CID011682470,,,-0.007708533302946999,0.8695652173909999,267,-0.08231049450385904,-21.0629,0.964583333333333,0.957777777777778
CID011682680,,,-0.009988128772627999,0.847826086957,194,-0.087960760254056,-10.565,0.965020576131687,0.958241758241758
CID011712734,,,-0.006836145738016998,0.7659574468089999,72,-0.12972259418996904,-13.1929,0.973101265822785,0.9660714285714292
CID011715767,,,-0.009044530977878,0.876543209877,298,-0.06769040609073002,-19.4496,0.8,0.816666666666667
CID011716589,,,-0.008765865917029003,0.845238095238,184,-0.08758687341818001,-25.5838,0.978092783505155,0.971139240506329
CID011793277,,,-0.009290356744708997,0.849462365591,205,-0.09521700080986002,-10.1558,0.9745508982035932,0.967335243553009
CID011959683,,,-0.006119642857151,0.8691588785050001,266,-0.07636330126388298,-70.97562,0.9786967418546372,0.916788321167883
CID015407403,,,-0.008271143617015999,0.8383838383840001,162,-0.09799935625576796,-26.9796,0.867857142857143,0.9506493506493509
CID015521230,,,-0.008572971090217,0.824742268041,125,-0.10981575245987499,-6.31576,0.9760563380281692,0.9688524590163928
CID015838857,,,-0.006784655159507005,0.733333333333,26,-0.144362257046326,-14.515,0.976584022038568,0.96951871657754
CID015872399,,,-0.006181914893619002,0.84693877551,193,-0.08980390208206002,-17.6257,0.8,0.8
CID017754438,informer,informer,informer,0.814432989691,109,-0.10197499433625301,-2.47043,0.901162790697674,0.921379310344828
CID017755233,,,-0.006916542195677002,0.785046728972,86,-0.11719729553286798,-35.7155,0.968401486988848,0.961486486486486
CID017755746,,,-0.006493301158885999,0.87619047619,294,-0.07145820949832399,-45.5395,0.9642857142857142,0.957462686567164
CID017917696,,,-0.006688888888897,0.8404255319149999,173,-0.09363740544603605,-22.5844,0.961711711711712,0.9022831050228308
CID018536633,,,-0.007387757564062,0.817307692308,112,-0.10245579789397699,-11.2452,0.964730290456432,0.9579335793357928
CID018536646,,,-0.007314952978345,0.8190476190479999,114,-0.10160700123699301,-11.4731,0.964135021097046,0.9573033707865172
CID019879232,,,-0.008352519704847001,0.876404494382,295,-0.07400888336806802,-9.38652,0.8357142857142859,0.826666666666667
CID021027446,,,-0.008369987275115,0.844444444444,182,-0.08559043715141998,-19.4694,0.966403162055336,0.907865168539326
CID021078798,,,-0.0074970417732360016,0.894736842105,345,-0.06253062115307498,-7.09441,0.975218658892128,0.850666666666667
CID022049997,,,-0.0066938838475440006,0.904761904762,368,-0.058520198118438,-1.73462,0.902298850574713,informer
CID022112846,,,-0.0070677086797320005,0.822916666667,120,-0.10755094122678499,-22.623,0.932,0.9352272727272728
CID022185475,,,-0.008937687088089001,0.878787878788,309,-0.06621709532288099,-51.8342,0.96304347826087,0.90464135021097
CID022609863,,,-0.007316141084111002,0.822916666667,122,-0.10406709786912,-22.2722,0.888157894736842,0.971065989847716
CID023133388,,,-0.007223593274207004,0.738636363636,36,-0.14525383675315495,-11.9019,0.905555555555556,0.922972972972973
CID023648887,,,-0.006675042920378,0.879120879121,313,-0.07920819289474298,-34.4646,0.976839237057221,0.9697612732095492
CID023648890,,,-0.006847908115982999,informer,informer,informer,informer,informer,informer
CID023648920,,,-0.008167997523177999,0.8488372093019999,201,-0.09079960498885806,-19.7967,0.9771505376344092,0.97007874015748
CID024802788,,,-0.006947394739476,0.8365384615379999,154,-0.09258712973480202,-45.4114,0.978316326530612,informer
CID024802961,,,-0.006907350831904999,0.873786407767,287,-0.076353247330849,-32.5653,0.927966101694915,0.8752136752136751
CID024803300,,,-0.007360440182859,0.855769230769,218,-0.08438370523323599,-36.3168,0.970890410958904,0.9639240506329108
CID024803301,,,-0.007039436769601996,0.844036697248,180,-0.08946143236540999,informer,0.9620535714285708,0.956153846153846
CID024803786,,,-0.005931215842983002,0.8877551020409999,337,-0.07018085094858503,informer,0.977453580901857,informer
CID024803787,informer,informer,informer,0.872549019608,277,-0.076535512681932,-36.3276,0.9773333333333328,0.97023498694517
CID024803957,,,-0.007361282471286999,informer,informer,informer,-0.0,informer,0.8
CID024804298,,,-0.007281084186290003,0.8490566037739999,202,-0.08796018605543902,-38.5641,0.942567567567568,0.9421319796954308
CID024804299,,,-0.007281084186290003,0.8490566037739999,203,-0.08887454891315605,-42.2405,0.9763888888888892,0.9692722371967648
CID024804780,,,-0.007122344944762,0.844660194175,183,-0.08868428662398499,informer,0.968283582089552,informer
CID024804781,,,-0.006819576719573,informer,informer,informer,informer,informer,informer
CID024949702,,,-0.007033683223989999,0.8095238095239999,106,-0.11579332432265901,-53.5445,0.95952380952381,0.9544
CID025033539,,,-0.008706535396673001,0.878504672897,306,-0.07564151588098202,-2.3283,0.8,0.8602150537634409
CID025093464,,,-0.006343827650028998,0.897959183673,352,-0.063525112864365,-14.988,0.9688644688644692,0.962
CID025121268,,,-0.010990866873065998,0.868686868687,263,-0.08557552868242002,-19.3541,0.8,0.872072072072072
CID025190912,,,-0.006476124990979999,0.915094339623,387,-0.054370056851671,-15.6027,0.825,0.8577777777777779
CID025190914,,,-0.006402711650054002,0.905660377358,371,-0.059069259756943,-22.7323,0.8839285714285708,0.8492753623188409
CID025263079,,,-0.007754166666673,0.877551020408,300,-0.07395512009083999,-11.5714,0.866666666666667,0.892857142857143
CID025263084,,,-0.008314886727341,0.8877551020409999,336,-0.06772986466026704,-21.2791,0.88125,0.8456140350877192
CID025263085,,,-0.008108181818198,0.903846153846,367,-0.06225197578105801,-12.2993,0.8878378378378381,0.915897435897436
CID025263100,,,-0.007495552066983,0.9029126213590001,365,-0.059614265991157975,-16.8057,0.88695652173913,0.9146005509641872
CID025263102,,,-0.0060861360861300005,0.89,338,-0.06375716193013599,-28.3335,0.888,0.916030534351145
CID025263105,,,-0.007434033613434999,0.903846153846,366,-0.058347567545025,informer,0.870967741935484,0.841666666666667
CID025263108,informer,informer,informer,0.90099009901,360,-0.060824563748471984,-17.4343,0.857142857142857,0.882962962962963
CID042618144,informer,informer,informer,0.85393258427,211,-0.082948051770636,-22.1034,0.977211796246649,0.970157068062827
