molid,bglf4_c_s_1,bglf4_c_l_1,bglf4_c_w_1,bglf4_p_s_1,bglf4_p_l_1,bglf4_p_w_1,pknb_c_s_1,pknb_c_l_1,pknb_c_w_1,pknb_p_s_1,pknb_p_l_1,pknb_p_w_1
44418547,0.894736842105,277,-0.09718565533594097,0.894736842105,286,-0.3976244761790121,nan,nan,-0.020812576839300996,0.876288659794,251,-0.10919326882770404
44418555,0.894736842105,278,-0.09947239331808398,0.883116883117,287,-0.40203134670849405,nan,nan,-0.021120570361152995,0.852631578947,145,-0.11535937350239701
44418556,0.895833333333,282,-0.09748791082467102,0.895833333333,293,-0.3906775135152591,nan,nan,-0.020150289304141998,0.854166666667,153,-0.11363578968737201
44418572,0.8989898989899999,295,-0.09337240564088604,0.897058823529,310,-0.3737196165921751,nan,nan,-0.017803782704164002,0.881188118812,269,-0.09322979378964398
44431824,0.87,212,-0.12277265642841001,0.8679245283020001,220,-0.450214092133413,nan,nan,-0.032777535778485994,0.8962264150939999,311,-0.07581549211660604
44433171,0.893203883495,272,-0.09844523477598499,0.805970149254,60,-0.43665887562980804,nan,nan,-0.013955627090458994,0.8842105263160001,289,-0.10952555180400896
44433173,0.88679245283,261,-0.10305068631286801,0.816901408451,126,-0.4839320329641679,nan,nan,-0.016576645928444003,0.877551020408,267,-0.11630829974104798
44536036,0.871559633028,216,-0.11480141463131702,informer,informer,informer,nan,nan,-0.02017276842658,informer,informer,informer
44571414,0.856,166,-0.12719316600082203,0.846153846154,179,-0.4789055550909661,nan,nan,-0.020487559495979,0.85593220339,183,-0.127007108457004
44571435,0.8571428571430001,169,-0.12872507926429094,0.846153846154,298,-0.4584060968542061,nan,nan,-0.017328141750512997,0.834951456311,148,-0.13168098667323702
44571449,0.840336134454,114,-0.13747926490972098,0.821138211382,196,-0.4813058233850439,nan,nan,-0.018918188184347,0.807339449541,94,-0.13908143351319502
44571453,0.844036697248,129,-0.134681243749496,0.844036697248,238,-0.45884576100518404,nan,nan,-0.017517392902081,0.854368932039,236,-0.116557991686321
44578253,0.867346938776,200,-0.11686163606937201,0.831683168317,242,-0.4470232803921629,nan,nan,-0.018110385531076998,0.8804347826090001,303,-0.10564897543106996
44578254,0.852631578947,153,-0.12609119119768097,0.84,276,-0.435807436542859,nan,nan,-0.018505639203744997,0.881188118812,271,-0.10294072358538897
44578255,0.877551020408,233,-0.11007617359980698,0.841584158416,282,-0.43689613432975094,nan,nan,-0.01834238414360699,0.879120879121,297,-0.106794053738184
44578401,0.88,245,-0.10811619941475303,0.844660194175,294,-0.44438170923524484,nan,nan,-0.018110827917049994,0.881720430108,281,-0.10830975057310999
44578425,0.88,246,-0.10869532458464903,0.855769230769,258,-0.44923242127151397,nan,nan,-0.018985472848609998,0.881720430108,307,-0.10590334830988497
44578563,0.873684210526,224,-0.11341972950401902,0.86,320,-0.40074967369013004,nan,nan,-0.017778461146128,0.90099009901,319,-0.08848779751896399
44578672,0.8518518518520001,151,-0.12995049513017695,0.8303571428569999,232,-0.5130515131625291,nan,nan,-0.019270804195807997,0.8163265306119999,108,-0.14212674186847807
44581222,0.632653061224,13,-0.287247488309883,0.632653061224,32,-0.7423776638548769,nan,nan,-0.017260710320007998,0.8113207547169999,102,-0.15105678728794403
44581245,0.24675324675299998,1,-0.558594141983002,0.24675324675299998,7,-1.0593675399349332,nan,nan,-0.017270418762405003,0.824074074074,122,-0.142135745433834
44581765,0.35802469135799997,2,-0.48221312551219503,0.35802469135799997,13,-0.978893523576277,nan,nan,-0.014144385662048998,0.798076923077,84,-0.14575375056367496
44587530,0.823008849558,72,-0.15555772479137497,0.813559322034,170,-0.544313227851386,nan,nan,-0.019036315285437,0.808695652174,53,-0.14984007088987297
44589696,0.8962264150939999,284,-0.10294860584531307,0.872727272727,330,-0.41047015748643895,nan,nan,-0.012287754307143,0.802197802198,73,-0.16170527315694805
44593640,0.875,227,-0.112335458036305,0.841121495327,278,-0.444091317463361,nan,nan,-0.018145602909562998,0.864583333333,261,-0.11986314860421698
449054,0.882978723404,254,-0.10764380327149402,0.821917808219,105,-0.44783033171869413,nan,nan,-0.012339498276807994,0.845238095238,200,-0.130100696863868
453216,0.8314606741570001,88,-0.13378203717326695,0.8314606741570001,253,-0.39787275181457493,nan,nan,-0.015955100540986995,0.883720930233,312,-0.088943205380424
5034,0.927835051546,346,-0.062205370306482016,0.785714285714,53,-0.520068149795816,nan,nan,-0.011622084129307,0.941176470588,349,-0.058601893602064
53239955,0.878787878788,238,-0.104563474422513,0.7894736842110001,42,-0.6240683587785949,nan,nan,-0.015494461152756996,0.915094339623,341,-0.08682312787789603
53239967,0.92523364486,342,-0.06797461919250297,informer,informer,informer,nan,nan,-0.012610273680243998,informer,informer,informer
53239978,0.915887850467,333,-0.07386761927990497,0.817073170732,70,-0.49136170371990995,nan,nan,-0.014269025082862997,0.909090909091,331,-0.08518988408251699
53239984,0.8,34,-0.16323920175920897,0.8,128,-0.500403013896378,nan,nan,-0.019125148446472,0.8518518518520001,217,-0.12680304419235094
53239985,0.794392523364,26,-0.166736785715528,0.794392523364,109,-0.5149273539343961,nan,nan,-0.019613600257877,0.847619047619,199,-0.13023848219721104
53239988,0.6116504854370001,12,-0.303197762916972,0.611111111111,31,-0.814851378878254,nan,nan,-0.017640171831435,0.7837837837839999,70,-0.163777025754512
5329404,0.9069767441859999,315,-0.13382611757696805,0.8805970149250001,281,-0.358445013089133,nan,nan,-0.011955772091529001,0.853333333333,222,-0.11378434335398496
5329489,0.894736842105,279,-0.10003284575341398,0.8369565217389999,141,-0.5176996657083941,nan,nan,-0.017349079113464998,0.865384615385,229,-0.12375125191795201
5329801,0.8777777777779999,235,-0.11309753809302805,0.803571428571,48,-0.48414720938862604,nan,nan,-0.013953923062299999,0.8709677419349999,233,-0.12046653765854505
5329802,0.865168539326,192,-0.13177783270836402,0.7818181818179999,18,-0.526307054262393,nan,nan,-0.016028288485557,0.858695652174,177,-0.12891357496480998
5329829,0.8348623853210001,99,-0.14576569537866896,informer,informer,informer,nan,nan,-0.018367567410028998,informer,informer,informer
