molid,b_cs,b_cl,b_cw,b_bs,b_bl,b_bw
CID044525947,0.904255319149,323,-0.04957470910464799,0.752475247525,17,-0.13197828036915704
CID006539569,0.8,39,-0.060451033801432005,0.849462365591,161,-0.09769303120491002
CID044535870,0.786666666667,28,-0.05914830129220001,0.8125,66,-0.102081419202376
CID044397192,0.9473684210529999,393,-0.02459431227812802,0.89247311828,329,-0.058194451275852
CID044525950,0.881720430108,223,-0.05174550824918501,0.81308411215,67,-0.11505624595846603
CID044526078,0.7972972972969999,37,-0.05725304483153,0.868686868687,241,-0.08837412261791702
CID044526685,0.883116883117,234,-0.05163044027914,0.8989898989899999,344,-0.07344314765241802
CID006539492,0.859154929577,152,-0.058289691529707,0.893617021277,331,-0.07077100183914599
CID021078798,0.853333333333,141,-0.04976086757998001,0.852631578947,174,-0.09378709292491498
CID046215814,0.8196721311480001,65,-0.050525614904642996,0.8414634146340001,135,-0.10227777929316197
CID006539524,0.87323943662,196,-0.053799014780990986,0.89247311828,330,-0.07319726622360101
CID044305594,0.9130434782610001,355,-0.03940805182946801,0.898876404494,342,-0.07061122509172002
CID006539529,0.830508474576,85,-0.04984966786532201,0.8915662650599999,323,-0.07673999638086301
CID044592502,0.8295454545450001,82,-0.08322797977704499,informer,informer,informer
CID010310395,0.9347826086959999,386,-0.033497075249633,informer,informer,informer
CID057345685,0.8915662650599999,277,-0.068499566337513,0.894230769231,333,-0.064454679915762
CID049862783,0.8723404255320001,193,-0.06511670891743,0.8584070796459999,194,-0.082985203010542
CID070685442,0.9,306,-0.053791531569636994,0.8909090909090001,318,-0.06943499720138797
CID000667570,0.735849056604,2,-0.055708280045084,0.90243902439,354,-0.07030425943115101
CID006539609,0.851351351351,136,-0.050171273063325,0.863157894737,219,-0.09152523934330299
CID009888013,0.894117647059,287,-0.041811105465274,0.864077669903,223,-0.10308591976493002
CID010158539,0.7837837837839999,24,-0.0608070470597,0.858585858586,197,-0.09411933373754698
CID044525943,0.913978494624,363,-0.044136181254501,0.7961165048540001,50,-0.11763961863983496
CID010621826,0.837837837838,96,-0.04745504968921301,0.920792079208,385,-0.06350168124582102
CID015521230,0.8823529411759999,227,-0.044512035033002,0.854368932039,184,-0.09541337019711697
CID044591552,0.793650793651,34,-0.065522526538726,0.714285714286,13,-0.195813227942354
CID044532480,0.8850574712639999,243,-0.043192557191034014,0.8571428571430001,193,-0.08633598113594296
CID011197671,0.8405797101450001,102,-0.05221372257483399,0.816091954023,73,-0.11170405148899198
CID000838889,0.9130434782610001,356,-0.035769115274654005,0.819277108434,77,-0.08796175239363598
CID045480848,0.845238095238,115,-0.055635563044718,0.8235294117649999,86,-0.10731835662379902
CID044529114,0.877551020408,208,-0.051996239239571,informer,informer,informer
CID010183216,0.8823529411759999,228,-0.046631823471297004,0.808080808081,63,-0.095172206878042
CID070691776,0.8953488372089999,291,-0.064476525048221,0.8971962616820001,340,-0.06227077148632598
CID024804299,0.8426966292129999,108,-0.080549930812256,0.32,2,-0.315766468127474
CID009945696,0.847222222222,123,-0.04448117556815599,0.918367346939,381,-0.06297041397859499
CID057396625,0.883116883117,235,-0.07093279859926802,0.8989898989899999,345,-0.06715831023025802
CID044532433,0.8550724637680001,145,-0.04650434950935199,0.879120879121,280,-0.08325936220646898
CID015838857,0.8953488372089999,292,-0.035025209984703015,0.87619047619,268,-0.09097406906832298
CID044526077,0.785714285714,27,-0.060181742786446,0.7727272727269999,30,-0.11438359253694501
CID011495551,0.849462365591,131,-0.052606614057097004,0.7962962962960001,51,-0.11410414092094898
CID011558948,0.769230769231,9,-0.060298825658363,0.788235294118,39,-0.11704114713245198
CID025263100,0.880952380952,217,-0.08429858759354501,0.8061224489800001,60,-0.09647623748738696
CID023648887,0.8142857142859999,59,-0.06235407844386401,0.707317073171,12,-0.21193097552839502
CID010151417,0.912087912088,352,-0.03890959465346501,informer,informer,informer
CID006539588,0.84,100,-0.04854017294474801,0.829787234043,102,-0.10311344966048898
CID006539470,0.826086956522,79,-0.067610302658272,0.8314606741570001,106,-0.08808312228026596
CID044526922,0.8518518518520001,139,-0.04883375989315999,0.851485148515,166,-0.098541677777754
CID044532712,0.887640449438,257,-0.048567756181888,0.838095238095,126,-0.105015250429088
CID005311382,0.9,307,-0.04602985918974799,informer,informer,informer
CID046886665,0.9462365591399999,392,-0.03311612329572501,0.858490566038,195,-0.07535124471713399
CID023648920,0.805970149254,49,-0.064432458017679,0.743902439024,15,-0.18889415965084597
CID006539463,0.84375,111,-0.064727363916968,0.922222222222,389,-0.057394428474159015
CID006539528,0.8688524590160001,172,-0.050970236865632,0.8780487804880001,274,-0.08652206301842497
CID024803786,0.831168831169,88,-0.07940504503548101,0.638554216867,10,-0.221996307815315
CID011633551,0.7974683544300001,38,-0.05724653569385801,0.854368932039,185,-0.09650713899610301
CID044397230,0.8823529411759999,229,-0.042323798064562004,0.875,266,-0.07876441463664598
CID010135552,0.8571428571430001,148,-0.048309983487093984,0.79347826087,44,-0.101824454402481
CID045271244,0.871794871795,189,-0.044317806028075,0.84375,143,-0.089364644362207
CID045271243,0.8875,254,-0.039046930381602014,0.891089108911,319,-0.074118790136363
CID056683489,0.878504672897,212,-0.05105045758970701,0.846774193548,153,-0.10692456517422999
CID010757558,0.7118644067800001,1,-0.063617061010545,0.887640449438,305,-0.07334329589596099
CID044532531,0.8850574712639999,244,-0.04883046807821702,0.834951456311,116,-0.10692350575589302
CID000129723,0.80303030303,44,-0.043049267969325004,0.9263157894740001,393,-0.05642482257756696
CID005329841,0.927083333333,383,-0.041555753461596,informer,informer,informer
CID051357954,0.83908045977,99,-0.05120595839689401,0.841121495327,134,-0.10193765685950798
CID066561013,0.883720930233,239,-0.04607360525925001,0.844660194175,146,-0.09172866752059598
CID025263085,0.8823529411759999,230,-0.07857545985518402,0.831683168317,109,-0.093625522718248
CID044525969,0.880952380952,218,-0.048986040460165,0.841584158416,137,-0.10818329626717299
CID044336144,0.8928571428569999,278,-0.043209600679689014,0.862745098039,218,-0.08953179474550099
CID053467617,0.8488372093019999,129,-0.05665006053652102,0.8490566037739999,160,-0.098948158048318
CID025263102,0.904761904762,326,-0.07455679262257901,0.814432989691,68,-0.10406126335779001
CID022609863,0.880952380952,219,-0.04976033420097501,0.852941176471,176,-0.08871828063878899
CID011716589,0.761904761905,4,-0.05842635347629501,0.8522727272730001,173,-0.09633258336594597
CID053469634,0.8295454545450001,83,-0.055355309031656995,0.8545454545450001,186,-0.09248714915666198
CID011220119,0.830769230769,86,-0.049772613022973006,0.887640449438,306,-0.07202442934049298
CID001491157,0.833333333333,92,-0.05499158586604701,0.86170212766,210,-0.08212291093881999
CID024802788,0.840909090909,103,-0.08725996757464302,0.45679012345700004,4,-0.27446873717048
CID051357696,0.865168539326,167,-0.050607191744443995,0.862385321101,217,-0.08953728402664299
CID057400063,0.904761904762,327,-0.045148868344359,0.883495145631,297,-0.073710037184945
CID057391365,0.9058823529410001,332,-0.06361856213967501,0.895238095238,334,-0.070284756677684
CID000221158,0.915254237288,365,-0.032193902282127006,0.884615384615,302,-0.073516268819004
CID000309461,0.904761904762,328,-0.041069826677311995,0.8915662650599999,324,-0.07701160131914302
CID011959683,0.9375,388,-0.039646138535563,0.8738738738740001,259,-0.07331114016467298
CID009836405,informer,informer,informer,0.860465116279,205,-0.092116517335064
CID053467178,informer,informer,informer,0.862385321101,216,-0.08572724116607501
CID006539472,informer,informer,informer,0.9130434782610001,373,-0.06226544443228898
CID044526074,informer,informer,informer,0.858695652174,200,-0.09212798700312601
CID042618144,informer,informer,informer,0.847826086957,159,-0.096931875003592
CID024803787,informer,informer,informer,0.493670886076,7,-0.275237078178372
CID051354901,informer,informer,informer,0.862385321101,215,-0.08953728402664299
CID044525930,informer,informer,informer,0.794117647059,45,-0.12236944572706102
CID000003134,informer,informer,informer,0.9135802469140001,374,-0.057433304090672946
CID017754438,informer,informer,informer,0.8878504672900001,309,-0.074734446966883
CID053245731,informer,informer,informer,0.8295454545450001,100,-0.10466198019062198
CID009826528,informer,informer,informer,0.8571428571430001,189,-0.08281048037986898
CID057401865,informer,informer,informer,0.911764705882,368,-0.05896000478871
CID025263108,informer,informer,informer,0.7894736842110001,41,-0.10339732535001199
CID044532639,informer,informer,informer,0.853448275862,177,-0.08383706313897898
CID044397011,informer,informer,informer,0.896551724138,339,-0.074187153063033
